assigned_to,Mathematical,Shape(s) is closed,Labeled angles (if any) match drawn angle,Applicable - Labeled angles (if any) match drawn angle,Labeled lengths and areas (if any) match visual proportions,Applicable - Labeled lengths and areas (if any) match visual proportions,Core math properties of the shape(s) are correct,Spatial,Diagram is fully in frame,Diagram elements are scaled to be readable,Labels (if any) are associated with correct elements,Applicable - Labels (if any) are associated with correct elements,Diagram elements don't problematically overlap,prompt,subcategory,image,tikz,rating_source,diagram_id
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"rectangular prism made of unit cubes, 3 wide, 2 deep, 4 tall",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-9MTTgl2vcANPSC4AYCEavxhh2sJFw5.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-\QP/2,-\QP/2) rectangle (\QP/2,\QP/2);
\def\xchange{-1.5}
\def\ychange{-1.5}
\foreach \x in {0,...,2}{
\foreach \y in {0,...,1}{
\foreach \z in {0,...,3}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}
\Outline{3}{2}{4}{\xchange}{\ychange};
\end{tikzpicture}

\end{document}",shubhra,323
Rebecca,,Yes,No,N/A,No,,Yes,,Yes,Yes,Yes,,No,"rectangular prism figure made of 2 prisms, 3 m × 5 m × 2 m bottom prism, 3 m × 2 m × 1 m top prism",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-rg7oLq8gcQDaV4YTHvfDxA3t488V2B.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

% Compound rectangular prism made of 2 prisms
% Bottom: 3m × 5m × 2m, Top: 3m × 2m × 1m
\def\unitLength{0.2in}

\begin{tikzpicture}[x=(-10:0.8*\unitLength), y={(25:1.2*\unitLength)}, z=(90:\unitLength)]

% Bottom prism dimensions
\def\bottomX{5} % 5m length
\def\bottomY{3} % 3m width  
\def\bottomZ{2} % 2m height

% Top prism dimensions
\def\topX{2} % 2m length
\def\topY{3} % 3m width
\def\topZ{1} % 1m height

% Bottom prism coordinates
\coordinate (bottomFrontBottomLeft) at (0,0,0);
\coordinate (bottomFrontBottomRight) at (\bottomX,0,0);
\coordinate (bottomFrontTopLeft) at (0,0,\bottomZ);
\coordinate (bottomFrontTopRight) at (\bottomX,0,\bottomZ);

\coordinate (bottomBackBottomLeft) at (0,\bottomY,0);
\coordinate (bottomBackBottomRight) at (\bottomX,\bottomY,0);
\coordinate (bottomBackTopLeft) at (0,\bottomY,\bottomZ);
\coordinate (bottomBackTopRight) at (\bottomX,\bottomY,\bottomZ);

% Top prism coordinates (centered on bottom prism)
\def\topOffsetX{1.5} % Center the 2m top on the 5m bottom
\coordinate (topFrontBottomLeft) at (\topOffsetX,0,\bottomZ);
\coordinate (topFrontBottomRight) at (\topOffsetX+\topX,0,\bottomZ);
\coordinate (topFrontTopLeft) at (\topOffsetX,0,\bottomZ+\topZ);
\coordinate (topFrontTopRight) at (\topOffsetX+\topX,0,\bottomZ+\topZ);

\coordinate (topBackBottomLeft) at (\topOffsetX,\topY,\bottomZ);
\coordinate (topBackBottomRight) at (\topOffsetX+\topX,\topY,\bottomZ);
\coordinate (topBackTopLeft) at (\topOffsetX,\topY,\bottomZ+\topZ);
\coordinate (topBackTopRight) at (\topOffsetX+\topX,\topY,\bottomZ+\topZ);

% Draw bottom prism - solid edges
\draw (bottomFrontBottomLeft) -- (bottomFrontBottomRight) -- (bottomFrontTopRight) -- (bottomFrontTopLeft) -- cycle;
\draw (bottomFrontBottomRight) -- (bottomBackBottomRight) -- (bottomBackTopRight) -- (bottomBackTopLeft) -- (bottomFrontTopLeft);
\draw (bottomFrontTopRight) -- (bottomBackTopRight);

% Draw bottom prism - dotted edges
\draw[dotted] (bottomFrontBottomLeft) -- (bottomBackBottomLeft) -- (bottomBackBottomRight);
\draw[dotted] (bottomBackBottomLeft) -- (bottomBackTopLeft);

% Draw top prism - solid edges
\draw (topFrontBottomLeft) -- (topFrontBottomRight) -- (topFrontTopRight) -- (topFrontTopLeft) -- cycle;
\draw (topFrontBottomRight) -- (topBackBottomRight) -- (topBackTopRight) -- (topBackTopLeft) -- (topFrontTopLeft);
\draw (topFrontTopRight) -- (topBackTopRight);

% Draw top prism - dotted edges
\draw[dotted] (topFrontBottomLeft) -- (topBackBottomLeft) -- (topBackBottomRight);
\draw[dotted] (topBackBottomLeft) -- (topBackTopLeft);

% Labels for bottom prism
\path (bottomFrontTopLeft)
   -- node[left, pos=0.5] {2 m}
      (bottomFrontBottomLeft)
   -- node[below left, pos=0.5] {5 m}
      (bottomFrontBottomRight)
   -- node[below right, pos=0.5] {3 m}
      (bottomBackBottomRight);

% Labels for top prism
\path (topFrontTopLeft)
   -- node[left, pos=0.5] {1 m}
      (topFrontBottomLeft);
      
\node[above right] at (topFrontTopRight) {2 m};

\end{tikzpicture}
\end{document}",rebecca,324
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,step-shaped figure made of three rectangular prisms,rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-7jeNBdt9pMdXXJqXGiUfXuKglvHdqr.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-\QP,-\QP/2) rectangle (\QP,\QP);
\def\xchange{-2}
\def\ychange{-1}

% First step (bottom level) - 4x3x1
\foreach \x in {0,...,3}{
\foreach \y in {0,...,2}{
\foreach \z in {0,...,0}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

% Second step (middle level) - 3x2x1
\foreach \x in {0,...,2}{
\foreach \y in {0,...,1}{
\foreach \z in {1,...,1}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

% Third step (top level) - 2x1x1
\foreach \x in {0,...,1}{
\foreach \y in {0,...,0}{
\foreach \z in {2,...,2}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

\end{tikzpicture}

\end{document}",vishal,325
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"rectangular prism made of unit cubes, 5 layers, 3 cubes per layer",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-8EhgEleXukXjiYAbV6emZ1KYJdBdza.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-\QP/2,-\QP/2) rectangle (\QP/2,1.2);
\def\xchange{-1}
\def\ychange{-1}

% Layer 0 (bottom)
\foreach \x/\y in {
0/0,
1/0,
2/0
}{\Ucube{\x}{\y}{0}{\xchange}{\ychange};}

% Layer 1
\foreach \x/\y in {
0/0,
1/0,
2/0
}{\Ucube{\x}{\y}{1}{\xchange}{\ychange};}

% Layer 2
\foreach \x/\y in {
0/0,
1/0,
2/0
}{\Ucube{\x}{\y}{2}{\xchange}{\ychange};}

% Layer 3
\foreach \x/\y in {
0/0,
1/0,
2/0
}{\Ucube{\x}{\y}{3}{\xchange}{\ychange};}

% Layer 4 (top)
\foreach \x/\y in {
0/0,
1/0,
2/0
}{\Ucube{\x}{\y}{4}{\xchange}{\ychange};}

\end{tikzpicture}

\end{document}",rebecca,326
Rebecca,,Yes,No,N/A,No,N/A,No,,Yes,Yes,No,N/A,Yes,"Draw a 2 × 2 × 2 cube (rectangular prism of 8 unit cubes). Show only cube outlines, no shading, no colors, no labels.",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-l7itOc5UbfC3uB3C6Rjwusf6nrxGuS.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-1,-1) rectangle (1.5,1.5);

% Draw the 8 unit cubes that make up the 2x2x2 cube
% Bottom layer (z=0)
\foreach \x/\y in {0/0, 1/0, 0/1, 1/1} {
  \begin{scope}[scale=0.4, shift={(\x,\y,0)}]
    % Front face
    \draw (0,0,0)--(1,0,0)--(1,0,1)--(0,0,1)--cycle;
    % Right face  
    \draw (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
    % Top face
    \draw (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
  \end{scope}
}

% Top layer (z=1)  
\foreach \x/\y in {0/0, 1/0, 0/1, 1/1} {
  \begin{scope}[scale=0.4, shift={(\x,\y,1)}]
    % Front face
    \draw (0,0,0)--(1,0,0)--(1,0,1)--(0,0,1)--cycle;
    % Right face
    \draw (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;  
    % Top face
    \draw (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
  \end{scope}
}

% Draw internal edges that are visible
\begin{scope}[scale=0.4]
  % Vertical internal edges
  \draw (1,0,1)--(1,0,2);
  \draw (0,1,1)--(0,1,2);
  \draw (1,1,1)--(1,1,2);
  
  % Horizontal internal edges  
  \draw (0,1,1)--(1,1,1);
  \draw (1,0,1)--(1,1,1);
\end{scope}

\end{tikzpicture}

\end{document}",rebecca,327
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"base of rectangular prism, 16 cubes",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-cNbvpG9xtkRuQTuQR9XDjl2wdSIY1z.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in,y=1in,z=(45:-.5),scale=0.75]
\clip (-\HP/2,-\THP/2) rectangle (\HP/2,1.35);
\def\xchange{-2}
\def\ychange{-1.5}

% Create base of rectangular prism with 16 cubes (4x4 arrangement)
\foreach \x in {0,...,3}{
\foreach \y in {0,...,3}{
\Ucube{\x}{\y}{0}{\xchange}{\ychange}
}}

% Add outline for the base
\Outline{4}{4}{1}{\xchange}{\ychange}

\end{tikzpicture}

\end{document}",shubhra,328
Shubhra,,Yes,No,N/A,No,,Yes,,Yes,Yes,No,,No,"rectangular prism figure made of 2 prisms, 4 cm × 3 cm × 1 cm bottom prism, 1 cm × 3 cm × 4 cm top prism",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-bott1qcmI6sYosGqnNearLVMd5AB29.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[z={(-.3,-.1)}]
\clip (-2.5,-1.5) rectangle (2.5,2.5);

% Bottom prism: 4 cm × 3 cm × 1 cm
\begin{scope}[scale=0.4]
    % Front face of bottom prism
    \draw[line join=round, fill=LBlue, line width=0.5pt] (0,0,0) rectangle (4,1,0);
    % Top face of bottom prism  
    \draw[line join=round, fill=black!30, line width=0.5pt] (0,1,0) -- (0,1,-3) -- (4,1,-3) -- (4,1,0) -- cycle;
    % Right face of bottom prism
    \draw[line join=round, fill=LBlue, line width=0.5pt] (4,0,0) -- (4,1,0) -- (4,1,-3) -- (4,0,-3) -- cycle;
    
    % Top prism: 1 cm × 3 cm × 4 cm (positioned on top of bottom prism)
    % The top prism sits on the bottom prism, so it starts at height 1
    % Front face of top prism
    \draw[line join=round, fill=Green, line width=0.5pt] (1.5,1,0) rectangle (2.5,5,0);
    % Top face of top prism
    \draw[line join=round, fill=black!50, line width=0.5pt] (1.5,5,0) -- (1.5,5,-3) -- (2.5,5,-3) -- (2.5,5,0) -- cycle;
    % Right face of top prism
    \draw[line join=round, fill=Green, line width=0.5pt] (2.5,1,0) -- (2.5,5,0) -- (2.5,5,-3) -- (2.5,1,-3) -- cycle;
    
    % Dimension labels
    \node[below] at (2,0,0) {4 cm};
    \node[right] at (4,0.5,-1.5) {3 cm};
    \node[left] at (0,0.5,0) {1 cm};
    \node[right] at (2.5,3,0) {4 cm};
    \node[right] at (2.5,5,-1.5) {3 cm};
    \node[below] at (2,1,0) {1 cm};
\end{scope}

\end{tikzpicture}
\end{document}",shubhra,329
Vishal,,Yes,No,N/A,No,,Yes,,Yes,Yes,Yes,,No,"rectangular prism figure made of 2 prisms, 5 in × 2 in × 3 in left prism, 3 in × 2 in × 2 in right prism",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-LQDAKhU1ZzoRX7n464XXh6qYzvDSGd.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\def\unitLength{0.16in}

\begin{tikzpicture}[x=(-5:0.76*\unitLength), y={(32:1.1*\unitLength)}, z=(90:\unitLength)]

% Left prism dimensions: 5 in × 2 in × 3 in
\def\leftX{5}
\def\leftY{2}
\def\leftZ{3}

% Right prism dimensions: 3 in × 2 in × 2 in
\def\rightX{3}
\def\rightY{2}
\def\rightZ{2}

% Left prism coordinates
\coordinate (leftFrontBottomLeft) at (0,0,0);
\coordinate (leftFrontBottomRight) at (\leftX,0,0);
\coordinate (leftFrontTopLeft) at (0,0,\leftZ);
\coordinate (leftFrontTopRight) at (\leftX,0,\leftZ);

\coordinate (leftBackBottomLeft) at (0,\leftY,0);
\coordinate (leftBackBottomRight) at (\leftX,\leftY,0);
\coordinate (leftBackTopLeft) at (0,\leftY,\leftZ);
\coordinate (leftBackTopRight) at (\leftX,\leftY,\leftZ);

% Right prism coordinates (positioned adjacent to left prism)
\coordinate (rightFrontBottomLeft) at (\leftX,0,0);
\coordinate (rightFrontBottomRight) at (\leftX+\rightX,0,0);
\coordinate (rightFrontTopLeft) at (\leftX,0,\rightZ);
\coordinate (rightFrontTopRight) at (\leftX+\rightX,0,\rightZ);

\coordinate (rightBackBottomLeft) at (\leftX,\rightY,0);
\coordinate (rightBackBottomRight) at (\leftX+\rightX,\rightY,0);
\coordinate (rightBackTopLeft) at (\leftX,\rightY,\rightZ);
\coordinate (rightBackTopRight) at (\leftX+\rightX,\rightY,\rightZ);

% Draw left prism - solid edges
\draw (leftFrontBottomLeft) -- (leftFrontBottomRight) -- (leftFrontTopRight) -- (leftFrontTopLeft) -- cycle;
\draw (leftFrontBottomRight) -- (leftBackBottomRight) -- (leftBackTopRight) -- (leftBackTopLeft) -- (leftFrontTopLeft);
\draw (leftFrontTopRight) -- (leftBackTopRight);

% Draw left prism - dotted edges
\draw[dotted] (leftFrontBottomLeft) -- (leftBackBottomLeft) -- (leftBackBottomRight);
\draw[dotted] (leftBackBottomLeft) -- (leftBackTopLeft);

% Draw right prism - solid edges
\draw (rightFrontBottomLeft) -- (rightFrontBottomRight) -- (rightFrontTopRight) -- (rightFrontTopLeft) -- cycle;
\draw (rightFrontBottomRight) -- (rightBackBottomRight) -- (rightBackTopRight) -- (rightBackTopLeft) -- (rightFrontTopLeft);
\draw (rightFrontTopRight) -- (rightBackTopRight);

% Draw right prism - dotted edges
\draw[dotted] (rightFrontBottomLeft) -- (rightBackBottomLeft) -- (rightBackBottomRight);
\draw[dotted] (rightBackBottomLeft) -- (rightBackTopLeft);

% Labels for left prism
\path (leftFrontTopLeft)
   -- node[left, pos=0.5] {\leftZ\ in}
      (leftFrontBottomLeft)
   -- node[below left, pos=0.6] {\leftX\ in}
      (leftFrontBottomRight)
   -- node[below right, pos=0.5] {\leftY\ in}
      (leftBackBottomRight);

% Labels for right prism
\path (rightFrontTopRight)
   -- node[right, pos=0.5] {\rightZ\ in}
      (rightFrontBottomRight)
   -- node[below right, pos=0.6] {\rightX\ in}
      (rightBackBottomRight)
   -- node[below right, pos=0.5] {\rightY\ in}
      (rightBackBottomLeft);

\end{tikzpicture}
\end{document}",vishal,330
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,No,grid paper template for drawing rectangular prisms,rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-wcvHUzJwcwYConFuApooeKWF61SJHj.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[x=0.25cm,y=0.25cm]
  % Define grid dimensions
  \def\gridwidth{20}
  \def\gridheight{16}
  
  % Draw vertical grid lines
  \foreach \x in {0,1,...,\gridwidth}
    \draw[thin, gray] (\x,0) -- (\x,\gridheight);
  
  % Draw horizontal grid lines
  \foreach \y in {0,1,...,\gridheight}
    \draw[thin, gray] (0,\y) -- (\gridwidth,\y);
  
  % Add title
  \node[above] at (\gridwidth/2,\gridheight+0.5) {\large Grid Paper for Drawing Rectangular Prisms};
  
  % Add corner coordinate labels for reference
  \node[below left] at (0,0) {(0,0)};
  \node[below right] at (\gridwidth,0) {(\gridwidth,0)};
  \node[above left] at (0,\gridheight) {(0,\gridheight)};
  \node[above right] at (\gridwidth,\gridheight) {(\gridwidth,\gridheight)};
  
  % Add subtle instructions
  \node[below, align=center, font=\footnotesize] at (\gridwidth/2,-1.5) {
    Use this grid to draw rectangular prisms.\\
    Each square represents one unit.
  };
\end{tikzpicture}
\end{document}",rebecca,331
Shubhra,,Yes,No,N/A,No,,Yes,,Yes,Yes,No,,Yes,"simple rectangular prism figure, two prisms stacked, bottom 3×2×1, top 3×2×1, with dimension labels clearly marked",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-zQ4piWOB44E3vWPSlCQVEjcoaD4CfC.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-1.5,-1.5) rectangle (1.5,1.5);
\def\xchange{-1.5}
\def\ychange{-1.5}

% Bottom prism: 3×2×1
\foreach \x in {0,...,2}{
\foreach \y in {0,...,1}{
\foreach \z in {0,...,0}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

% Top prism: 3×2×1 (stacked on top)
\foreach \x in {0,...,2}{
\foreach \y in {0,...,1}{
\foreach \z in {1,...,1}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

% Outline for the combined structure
\Outline{3}{2}{2}{\xchange}{\ychange};

% Dimension labels
\node[below] at (-0.75,-1.75) {3};
\node[right] at (0.25,-1.5) {2};
\node[left] at (-1.75,-1.25) {1};
\node[left] at (-1.75,-0.75) {1};

\end{tikzpicture}
\end{document}",shubhra,332
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"rectangular prism made of unit cubes, 3x4x2 dimensions",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-1FVoWxmyZjvAv9cPTupzClOZ8SgDkA.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

%%3 by 4 by 2
\begin{tikzpicture}[x=1in, y=1in, z=(45:-.4)]
\clip (-\QP/2,-\QP/2) rectangle (\QP/2,\QP/2);
\def\xchange{-1.5}
\def\ychange{-1.5}
\foreach \x in {0,...,2}{
\foreach \y in {0,...,3}{
\foreach \z in {0,...,1}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}
\Outline{3}{4}{2}{\xchange}{\ychange};
\end{tikzpicture}

\end{document}",shubhra,333
All (IRR),,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"rectangular prism 6x4x3, only front layer visible with unit cubes",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-vGzjR5zSht4z9U9XpPFNY8J3HBVt9E.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\newcommand\Ucube[5]{
\begin{scope}[scale=.25,shift={(#1,#2,#3)},xshift=#4 in ,yshift=#5 in]
\draw[rounded corners=.1mm,fill=LBlue] (0,0,1)--(1,0,1)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (0,1,0)--(1,1,0)--(1,1,1)--(0,1,1)--cycle;
\draw[rounded corners=.1mm,fill=LBlue] (1,0,0)--(1,1,0)--(1,1,1)--(1,0,1)--cycle;
\end{scope}
}

\newcommand\Outline[5]{
\begin{scope}[scale=.25,xshift=#4 in ,yshift=#5 in]
\draw[very thick,rounded corners=.1mm] (0,0,#3)--(#1,0,#3)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (0,#2,0)--(#1,#2,0)--(#1,#2,#3)--(0,#2,#3)--cycle;
\draw[very thick,rounded corners=.1mm] (#1,0,0)--(#1,#2,0)--(#1,#2,#3)--(#1,0,#3)--cycle;
\end{scope}
}

\begin{tikzpicture}[x=1in,y=1in,z=(45:-.4),scale=.8]
\clip (-\HP/2,-\HP/2) rectangle (\HP/2,\HP/2);
\def\xchange{-2}
\def\ychange{-1.5}

% Draw only the front layer (z=0) of the 6x4x3 prism
\foreach \x in {0,...,5}{
\foreach \y in {0,...,3}{
\foreach \z in {0,...,0}{
\Ucube{\x}{\y}{\z}{\xchange}{\ychange};
}}}

% Draw the outline of the complete 6x4x3 prism
\Outline{6}{4}{3}{\xchange}{\ychange};

\end{tikzpicture}
\end{document}",irr_consensus,334
Shubhra,,No,No,N/A,No,,No,,Yes,Yes,No,,Yes,"rectangular prism net, 10 mm by 6 mm by 4 mm",rectangular prism,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-RcYXUAmBmvfYFJDDJkbeQ1z6VvwkWM.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=0.15in, y=0.15in]

% Draw the grid
\draw[line width=0.5pt, black!30] (0,0) grid[step=1] (22,16);

% Net of rectangular prism 10mm × 6mm × 4mm
% The net will show all 6 faces arranged in a cross pattern

% Draw and fill the net faces
\draw[draw=none, fill=LBlue]
% Bottom face (10×6)
(1,1) rectangle (11,7)
% Left face (4×6)  
(1,7) rectangle (5,13)
% Front face (10×4)
(5,7) rectangle (15,11)
% Right face (4×6)
(15,7) rectangle (19,13)
% Back face (10×4)
(5,11) rectangle (15,15)
% Top face (10×6)
(5,1) rectangle (15,7);

% Draw the outlines with thick black lines
\draw[line width=1.5pt]
% Outer perimeter
(1,1) -- (5,1) -- (5,7) -- (1,7) -- (1,13) -- (5,13) -- (5,15) -- (15,15) -- (15,13) -- (19,13) -- (19,7) -- (15,7) -- (15,1) -- (11,1) -- (11,7) -- (5,7) -- (5,1) -- cycle;

% Internal lines to separate faces
\draw[line width=1.5pt]
(5,7) -- (5,11) -- (15,11) -- (15,7)
(1,7) -- (5,7)
(15,7) -- (19,7)
(5,11) -- (15,11)
(5,1) -- (5,7)
(11,1) -- (11,7);

% Add dimension labels
\node[below] at (8,0.5) {10 mm};
\node[left] at (0.5,4) {6 mm};
\node[left] at (0.5,10) {4 mm};

\end{tikzpicture}

\end{document}",shubhra,335
